id,player,team,position,games_played,minutes_per_game,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,wins,losses,margin_of_victory,offensive_rating,defensive_rating,net_rating,true_shooting_percentage,team_points_per_game,win_percentage,match_outcome,rebounds_per_game,player_impact
599,Olivier-Maxence Prosper,Dallas Mavericks,PF,40,8.4,1.0,2.6,0.385,0.3,1.1,0.289,0.7,1.0,0.683,0.6,1.4,2.0,0.6,0.2,0.1,0.2,0.5,3.0,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.024390243902439025,0.0194441536690045
600,Trevelin Queen,Orlando Magic,SG,14,11.8,1.0,2.7,0.368,0.2,1.2,0.176,0.6,0.9,0.75,0.2,1.2,1.4,1.3,0.5,0.4,0.5,1.1,2.9,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.017073170731707315,0.030536373430352697
601,Jeremiah Robinson-Earl,New Orleans Pelicans,PF,39,8.6,1.2,2.4,0.474,0.3,1.0,0.333,0.3,0.4,0.75,0.6,1.4,1.9,0.5,0.3,0.1,0.4,0.6,2.9,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.023170731707317073,0.02208497246262785
602,Jeenathan Williams,Houston Rockets,SG,22,5.9,1.2,2.3,0.54,0.1,0.2,0.4,0.3,0.6,0.538,0.5,0.5,1.0,0.3,0.2,0.0,0.2,0.5,2.9,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.012195121951219513,0.021400367234851562
603,D.J. Carton,Toronto Raptors,SG,4,9.0,0.8,2.0,0.375,0.3,1.0,0.25,1.0,1.3,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.012195121951219513,0.014565302911093626
604,Henri Drell,Chicago Bulls,SF,4,7.5,1.0,2.5,0.4,0.5,1.5,0.333,0.3,0.5,0.5,0.3,0.8,1.0,1.0,0.5,0.3,0.5,1.5,2.8,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.012195121951219513,0.023634191704595284
605,Orlando Robinson,Miami Heat,C,36,8.4,1.0,2.0,0.5,0.2,0.4,0.533,0.5,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1.0,2.8,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.028048780487804875,0.02017342413683877
606,Emoni Bates,Cleveland Cavaliers,SF,15,8.9,1.0,3.3,0.306,0.7,2.2,0.303,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.010975609756097562,0.02131859756097561
608,Damian Jones,Cleveland Cavaliers,C,39,6.9,1.1,1.8,0.597,0.1,0.4,0.214,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.01951219512195122,0.019496951219512195
609,Malik Williams,Toronto Raptors,C,7,15.3,1.3,4.9,0.265,0.1,0.7,0.2,0.0,0.3,0.0,2.1,3.3,5.4,0.3,0.4,0.6,0.4,2.1,2.7,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.06585365853658537,0.012362313139260426
610,Timmy Allen,Memphis Grizzlies,SF,5,25.0,1.2,4.6,0.261,0.0,1.4,0.0,0.2,0.4,0.5,0.8,2.6,3.4,1.0,0.8,0.0,0.4,3.6,2.6,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.041463414634146344,0.012817541058198332
611,Moussa Diabate,Los Angeles Clippers,C,11,5.8,0.9,1.7,0.526,0.0,0.0,0.0,0.8,1.3,0.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.02682926829268293,0.018847006651884702
612,Otto Porter Jr.,Toronto Raptors,SF,15,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.023170731707317073,0.012593430369787568
614,Alex Fudge,Los Angeles Lakers,SF,4,3.5,0.3,1.5,0.167,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.006097560975609756,0.006610365052402167
615,Alex Fudge,Dallas Mavericks,SF,2,13.0,2.5,4.5,0.556,0.5,1.5,0.333,0.0,0.0,0.0,1.0,0.5,1.5,0.0,1.5,0.0,0.5,0.5,5.5,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.018292682926829267,0.02960457447922119
617,Dylan Windler,New York Knicks,SF,3,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.0036585365853658534,0.006740737004060837
618,Dylan Windler,Los Angeles Lakers,SF,8,3.5,0.5,1.1,0.444,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.3,1.5,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.004878048780487805,0.015143745392775873
619,Dylan Windler,Atlanta Hawks,SF,6,12.2,1.7,3.2,0.526,1.3,2.8,0.471,0.0,0.0,0.0,0.5,1.5,2.0,0.5,0.3,0.0,0.3,0.5,4.7,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.024390243902439025,0.02987072752374179
620,Greg Brown III,Dallas Mavericks,PF,6,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.5,0.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.018292682926829267,0.01726551868522977
621,Furkan Korkmaz,Philadelphia 76ers,SG,35,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.010975609756097562,0.015747796026268256
622,Alex Len,Sacramento Kings,C,48,9.3,1.0,1.7,0.617,0.0,0.1,0.0,0.4,0.7,0.588,1.0,1.7,2.7,1.0,0.2,0.7,0.6,1.4,2.5,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.032926829268292684,0.024757721298306185
623,Markieff Morris,Dallas Mavericks,PF,26,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.018292682926829267,0.01672903799853449
625,Harry Giles,Brooklyn Nets,C,16,5.1,1.4,2.8,0.5,0.2,0.7,0.273,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.01951219512195122,0.02192601719358181
626,Harry Giles,Los Angeles Lakers,C,7,2.7,0.1,0.9,0.167,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.1,0.0,0.0,0.0,0.3,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.007317073170731707,0.0020191660523701167
627,AJ Griffin,Atlanta Hawks,SF,20,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.010975609756097562,0.015500146425134916
628,Mouhamadou Gueye,Toronto Raptors,PF,11,10.9,1.0,3.5,0.289,0.0,0.3,0.0,0.4,0.8,0.444,1.1,1.0,2.1,0.5,0.3,1.6,1.1,1.4,2.4,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.025609756097560978,0.011796813532651454
629,Joe Harris,Detroit Pistons,SG,16,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.00975609756097561,0.011656685118361642
630,Cory Joseph,Golden State Warriors,PG,26,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,46,36,2.61,117.8,115.2,2.6,0.586,147.6,0.5609756097560976,1,0.014634146341463414,0.027199418335646774
631,Xavier Moon,Los Angeles Clippers,SG,14,8.5,1.1,3.3,0.326,0.1,1.2,0.118,0.1,0.1,0.5,0.6,0.7,1.3,1.5,0.2,0.2,0.4,0.6,2.4,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.015853658536585366,0.024382650426753333
633,Jamaree Bouyea,Portland Trail Blazers,PG,6,9.5,0.8,3.5,0.238,0.0,1.3,0.0,0.0,0.0,0.0,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.020731707317073172,0.015357049859263209
634,Jamaree Bouyea,San Antonio Spurs,PG,3,12.7,1.7,2.3,0.714,0.3,0.3,1.0,0.0,0.0,0.0,0.3,2.7,3.0,1.0,0.3,0.0,0.3,2.3,3.7,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.036585365853658534,0.028689190586636333
636,Isaiah Mobley,Cleveland Cavaliers,PF,10,7.2,1.0,2.4,0.417,0.3,1.0,0.3,0.0,0.1,0.0,0.3,0.7,1.0,0.6,0.2,0.0,0.2,0.6,2.3,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.012195121951219513,0.01820121951219512
637,Chuma Okeke,Orlando Magic,SF,47,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.020731707317073172,0.019701170943642817
638,Olivier Sarr,Oklahoma City Thunder,C,15,6.5,0.7,1.3,0.579,0.1,0.4,0.333,0.7,1.0,0.667,0.7,1.7,2.4,0.1,0.0,0.5,0.2,1.2,2.3,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.029268292682926828,0.01603477420912823
639,Dereon Seabron,New Orleans Pelicans,SG,6,9.2,0.7,2.2,0.308,0.2,0.3,0.5,0.8,1.0,0.833,0.2,1.0,1.2,0.8,0.3,0.2,0.0,0.7,2.3,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.014634146341463414,0.020094413847364278
640,Cole Swider,Miami Heat,SF,18,4.8,0.8,2.1,0.395,0.6,1.7,0.333,0.1,0.1,1.0,0.1,0.3,0.4,0.3,0.1,0.1,0.4,0.2,2.3,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.004878048780487805,0.014095660437123849
641,Udoka Azubuike,Phoenix Suns,C,16,7.1,1.0,1.4,0.696,0.0,0.0,0.0,0.2,0.8,0.231,0.7,1.3,2.0,0.2,0.1,0.4,0.3,1.1,2.2,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.024390243902439025,0.01473793461338869
642,Reggie Bullock,Houston Rockets,SF,44,9.5,0.8,1.9,0.415,0.6,1.5,0.403,0.0,0.0,1.0,0.1,1.5,1.7,0.3,0.3,0.1,0.2,0.7,2.2,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.020731707317073172,0.01679368226060675
643,Trent Forrest,Atlanta Hawks,SG,38,10.9,0.9,2.4,0.378,0.1,0.3,0.2,0.3,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.015853658536585366,0.026391387413016495
644,Nate Hinton,Houston Rockets,SG,15,5.0,0.7,1.7,0.423,0.5,0.9,0.5,0.3,0.3,0.8,0.5,1.0,1.5,0.7,0.2,0.1,0.2,0.7,2.2,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.018292682926829267,0.01944232300417608
645,Andre Jackson Jr.,Milwaukee Bucks,SG,57,10.0,0.9,1.8,0.5,0.3,0.8,0.37,0.1,0.2,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.6,2.2,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.024390243902439025,0.020447580130251563
646,Julian Phillips,Chicago Bulls,SF,40,8.1,0.8,1.9,0.416,0.3,1.0,0.316,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.010975609756097562,0.015567114753602587
648,Ish Wainright,Portland Trail Blazers,SF,7,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.015853658536585366,0.014823862015946036
649,Ish Wainright,Phoenix Suns,SF,4,4.0,0.3,1.5,0.167,0.3,1.0,0.25,0.0,0.0,0.0,0.8,0.5,1.3,0.3,0.5,0.0,0.3,1.0,0.8,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.015853658536585366,0.006783304915116021
650,Colby Jones,Sacramento Kings,SG,30,6.4,0.9,2.4,0.394,0.1,0.7,0.091,0.2,0.4,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,1.0,2.1,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.015853658536585366,0.019732681559471516
652,Mamadi Diakite,San Antonio Spurs,PF,3,5.3,1.3,1.7,0.8,0.0,0.0,0.0,1.3,2.0,0.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.012195121951219513,0.028541460460031615
653,Mamadi Diakite,New York Knicks,PF,3,2.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.0036585365853658534,1.891694201326708e-05
654,Kobe Brown,Los Angeles Clippers,PF,44,9.0,0.8,2.0,0.411,0.3,1.1,0.292,0.0,0.0,0.5,0.5,1.0,1.4,0.6,0.3,0.1,0.2,1.1,2.0,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.017073170731707315,0.016295598821492573
655,JD Davison,Boston Celtics,SG,8,4.9,0.6,1.5,0.417,0.4,0.9,0.429,0.4,0.5,0.75,0.3,1.0,1.3,1.3,0.1,0.1,0.3,0.5,2.0,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.015853658536585366,0.020468232460102376
656,Jordan Ford,Sacramento Kings,PG,6,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.0036585365853658534,0.016143367460303894
657,Kevon Harris,Orlando Magic,SG,2,3.0,1.0,1.5,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.012195121951219513,0.018191130499284718
658,D'Moi Hodge,Los Angeles Lakers,SG,7,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.1,0.3,0.5,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.0,0.017739816031537452
659,Ty Jerome,Cleveland Cavaliers,SG,2,7.5,1.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.006097560975609756,0.02191310975609756
660,Markquis Nowell,Toronto Raptors,SG,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.024390243902439025,0.01622738001573564
661,Jericho Sims,New York Knicks,C,45,13.0,0.8,1.2,0.691,0.0,0.0,0.0,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.04024390243902439,0.013651726486241076
662,Lindell Wigginton,Milwaukee Bucks,PG,3,2.7,0.7,1.7,0.4,0.0,0.7,0.0,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.0,0.013089005235602092
663,Isaiah Wong,Indiana Pacers,SG,1,4.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.0,0.010922992900054615
664,Justin Minaya,Portland Trail Blazers,SF,34,11.2,0.6,2.2,0.297,0.4,1.4,0.245,0.1,0.3,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.0,1.8,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.01951219512195122,0.012300519548154303
665,Daishen Nix,Minnesota Timberwolves,PG,15,3.3,0.6,1.6,0.375,0.4,1.1,0.353,0.2,0.4,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.3,0.1,1.8,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.0024390243902439024,0.015455712451861362
666,Cody Zeller,New Orleans Pelicans,C,43,7.4,0.6,1.4,0.419,0.0,0.1,0.333,0.5,0.9,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1.0,1.8,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.03170731707317073,0.017623918174665618
668,Taj Gibson,New York Knicks,PF,16,10.3,0.4,1.4,0.304,0.0,0.4,0.0,0.1,0.1,1.0,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.021951219512195124,0.008386510959215073
669,Taj Gibson,Detroit Pistons,PF,4,9.8,2.0,3.5,0.571,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.8,2.3,0.5,0.3,0.3,0.0,0.8,4.5,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.028048780487804875,0.019473465455026356
671,P.J. Tucker,Philadelphia 76ers,PF,3,22.0,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,0.0,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.05731707317073171,0.010089833610449885
672,P.J. Tucker,Los Angeles Clippers,PF,28,15.0,0.6,1.6,0.356,0.4,1.1,0.367,0.1,0.1,1.0,1.0,1.6,2.5,0.6,0.5,0.2,0.2,1.6,1.6,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.03048780487804878,0.013888467029128573
673,Kessler Edwards,Sacramento Kings,SF,54,5.1,0.6,1.5,0.415,0.4,1.0,0.385,0.1,0.2,0.556,0.2,0.6,0.8,0.3,0.2,0.1,0.1,0.5,1.7,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.00975609756097561,0.014083784846257713
674,Leonard Miller,Minnesota Timberwolves,SF,17,3.1,0.8,1.2,0.65,0.1,0.3,0.4,0.1,0.1,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,0.3,1.7,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.014634146341463414,0.015541292255027815
675,Jason Preston,Utah Jazz,PG,7,10.1,0.9,2.7,0.316,0.0,0.4,0.0,0.0,0.0,0.0,0.9,1.6,2.4,2.3,0.3,0.1,0.3,0.4,1.7,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.029268292682926828,0.020726688748368964
676,Jordan Walsh,Boston Celtics,SF,9,9.2,0.7,1.7,0.4,0.2,1.0,0.222,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.02682926829268293,0.014363143631436313
677,Jalen Hood-Schifino,Los Angeles Lakers,SG,21,5.2,0.5,2.1,0.222,0.1,0.7,0.133,0.6,1.0,0.6,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.007317073170731707,0.013188679850004808
678,Jett Howard,Orlando Magic,SF,18,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.004878048780487805,0.013793468854312006
679,Seth Lundy,Atlanta Hawks,SF,9,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.00975609756097561,0.009203865623561897
680,Jordan Miller,Los Angeles Clippers,SF,8,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.3,0.3,1.0,0.4,0.3,0.6,0.0,0.0,0.0,0.1,0.3,1.6,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.007317073170731707,0.010008200953740547
681,Josh Minott,Minnesota Timberwolves,SF,32,2.8,0.5,1.1,0.472,0.1,0.3,0.4,0.4,0.4,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,0.3,1.6,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.006097560975609756,0.01337612323491656
682,Jalen Pickett,Denver Nuggets,SG,27,4.5,0.6,1.3,0.429,0.3,0.9,0.36,0.1,0.1,0.75,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.6,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.006097560975609756,0.017601298909843528
683,Ibou Badji,Portland Trail Blazers,C,22,10.3,0.6,1.0,0.636,0.0,0.0,0.0,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.028048780487804875,0.010818753332424021
684,Colin Castleton,Los Angeles Lakers,C,16,3.7,0.6,1.0,0.563,0.0,0.0,0.0,0.4,0.4,1.0,0.4,0.4,0.8,0.2,0.1,0.0,0.2,0.7,1.5,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.00975609756097561,0.011233614307233743
685,Adam Flagler,Oklahoma City Thunder,SG,2,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.0,0.0231023102310231
686,Dariq Whitehead,Brooklyn Nets,SF,2,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.024390243902439025,0.01736159726694856
687,Terry Taylor,Chicago Bulls,PF,31,6.1,0.6,1.3,0.513,0.1,0.3,0.222,0.1,0.2,0.8,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.014634146341463414,0.011250056703914837
688,Jack White,Memphis Grizzlies,SF,4,16.0,0.5,4.0,0.125,0.5,2.5,0.2,0.0,0.0,0.0,1.0,2.0,3.0,0.3,1.0,0.3,0.5,0.8,1.5,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.036585365853658534,0.006464573621448992
689,Kendall Brown,Indiana Pacers,SG,15,4.2,0.5,1.0,0.533,0.0,0.1,0.0,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.4,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.0036585365853658534,0.009304525049619693
690,Mason Jones,Sacramento Kings,SG,5,5.6,0.4,1.6,0.25,0.4,1.4,0.286,0.2,0.4,0.5,0.2,0.8,1.0,1.0,0.2,0.0,0.4,0.6,1.4,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.012195121951219513,0.016903960209889417
691,Jerome Robinson,Golden State Warriors,SG,22,3.7,0.5,1.5,0.333,0.1,0.8,0.118,0.3,0.5,0.636,0.0,0.2,0.3,0.2,0.0,0.1,0.1,0.2,1.4,46,36,2.61,117.8,115.2,2.6,0.586,147.6,0.5609756097560976,1,0.0036585365853658534,0.010864895234318196
692,Jermaine Samuels,Houston Rockets,SF,14,4.3,0.6,1.0,0.643,0.0,0.1,0.0,0.1,0.1,1.0,0.2,0.7,0.9,0.2,0.1,0.1,0.0,0.4,1.4,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.010975609756097562,0.01073268227685608
693,Jacob Toppin,New York Knicks,SF,9,4.2,0.6,1.0,0.556,0.1,0.4,0.25,0.2,0.2,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,0.3,1.4,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.00975609756097561,0.008840517567533483
694,R.J. Hampton,Miami Heat,PG,8,9.5,0.5,1.8,0.286,0.1,1.0,0.125,0.1,0.3,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.00975609756097561,0.012498680181607009
